'hang'tian'qi'wu'sun'jian'ce'shi'yan'gong 航天器无损检测试验工
'hang'tian'qi'xi'tong'shi'yan'gong 航天器系统试验工
'hang'tian'qi'yin'xin'zhuang'pei'gong 航天器引信装配工
'hang'xing'hang'kong'gong'cheng'ji'shu'ren'yuan 航行航空工程技术人员
'he'cheng'an'sheng'chan'gong 合成氨生产工
'he'cheng'ge'zhi'zao'gong 合成革制造工
'he'cheng'xi'di'ji'zhi'zao'gong 合成洗涤剂制造工
'he'dao'xiu'fang'gong 河道修防工
'he'yi'xue'yi'shi 核医学医师
'hei'huo'yao'zhi'zao'gong 黑火药制造工
'heng'ji'gong 横机工
'heng'qi'ji'liang'gong 衡器计量工
'hu'lin'yuan 护林员
'hu'yan'cai'jue'gong 湖盐采掘工
'hu'yan'tuo'shui'gong 湖盐脱水工
'hua'gong'gong'yi'shi'yan'gong 化工工艺试验工
'hua'gong'she'ji'gong'cheng'ji'shu'ren'yuan 化工设计工程技术人员
'hua'gong'sheng'chan'gong'cheng'ji'shu'ren'yuan 化工生产工程技术人员
'hua'gong'shi'yan'gong'cheng'ji'shu'ren'yuan 化工实验工程技术人员
'hua'gong'tian'jia'ji'zhi'zao'gong 化工添加剂制造工
'hua'gong'yuan'liao'zhun'bei'gong 化工原料准备工
'hua'gong'zong'kong'gong 化工总控工
'hua'hui'yuan'yi'gong 花卉园艺工
'hua'jia 画家
'hua'wu'yuan 话务员
'hua'xian'fang'si'jing'mi'zu'jian'gong 化纤纺丝精密组件工
'hua'xian'hou'chu'li'gong 化纤后处理工
'hua'xian'ju'he'gong 化纤聚合工
'hua'xue'he'cheng'zhi'yao'gong 化学合成制药工
'hua'xue'ji'liang'gong 化学计量工
'hua'xue'jian'yan'gong 化学检验工
'hua'xue'shi'ji'zhi'zao'gong 化学试剂制造工
'hua'xue'yan'jiu'ren'yuan 化学研究人员
'hua'zhuang'pin'pei'zhi'gong 化妆品配制工
'hua'zhuang'shi 化妆师
'huan'jing'fu'she'jian'ce'gong 环境辐射监测工
'huan'jing'jian'ce'gong'cheng'ji'shu'ren'yuan 环境监测工程技术人员
'huan'jing'sheng'wu'jian'ce'gong 环境生物监测工
'huan'jing'sun'hai'kong'zhi'gong'cheng'ji'shu'ren'yuan 环境损害控制工程技术人员
'huan'jing'wei'sheng'yi'shi 环境卫生医师
'huan'jing'wu'ran'zhi'li'gong'cheng'ji'shu'ren'yuan 环境污染治理工程技术人员
'huan'jing'zao'sheng'ji'zhen'dong'jian'ce'gong 环境噪声及振动监测工
'huan'liu'zhan'zhi'ban'yuan 换流站值班员
'huan'ting'sheng'chan'gong 环烃生产工
'huan'yang'shu'zhi'sheng'chan'gong 环氧树脂生产工
'huang'jiu'niang'zao'gong 黄酒酿造工
'hui'tu'yi'qi'zhi'zuo'gong 绘图仪器制作工
'hun'he'huo'yao'zhi'zao'gong 混合火药制造工
'hun'he'zha'yao'zhi'zao'gong 混合炸药制造工
'hun'ning'tu'gong 混凝土工
'hun'ning'tu'jiao'ban'ji'xie'cao'zuo'gong 混凝土搅拌机械操作工
'hun'ning'tu'wei'xiu'gong 混凝土维修工
'hun'ning'tu'zhi'pin'mu'ju'gong 混凝土制品模具工
'huo'chai'zhi'zao'gong 火柴制造工
'huo'fa'ye'lian'gong 火法冶炼工
'huo'gong'pin'guan'li'gong 火工品管理工
'huo'gong'pin'zhuang'pei'gong 火工品装配工
'huo'gong'zhuang'yao'gong 火工装药工
'huo'jian'fa'dong'ji'jie'zhi'shi'yan'gong 火箭发动机介质试验工
'huo'pao'qiang'xie'gong'cheng'ji'shu'ren'yuan 火炮枪械工程技术人员
'huo'pao'sui'dong'xi'tong'zhuang'shi'gong 火炮随动系统装试工
'huo'pao'sui'dong'xi'tong'zhuang'shi'jian'yan'gong 火炮随动系统装试检验工
'huo'pao'tang'xian'zhi'zuo'gong 火炮膛线制作工
'huo'pao'zhuang'shi'gong 火炮装试工
'huo'pao'zhuang'shi'jian'yan'gong 火炮装试检验工
'huo'xing'tan'sheng'chan'gong 活性炭生产工
'huo'zai'liao'wang'guan'cha'yuan 火灾瞭望观察员
'huo'zha'yao'gong'cheng'ji'shu'ren'yuan 火炸药工程技术人员
'ji'beng'cao'zuo'ren'yuan 机泵操作人员
'ji'cai'zuo'ye'gong 集材作业工
'ji'chang'gong'cheng'ji'shu'ren'yuan 机场工程技术人员
'ji'che'cheng'wu'yuan 机车乘务员
'ji'che'diao'du'yuan 机车调度员
'ji'che'zheng'bei'yuan 机车整备员
'ji'chu'jian'zhuang'pei'gong 基础件装配工
'ji'dian'bao'hu'yuan 继电保护员
'ji'dong'che'jian'yan'gong 机动车检验工
'ji'guang'ji'zhuang'tiao 激光机装调
'ji'guang'quan'xi'gong 激光全息工
'ji'kong'zhi'ban'yuan 集控值班员
'ji'kong'zhi'zhuang'zhi'an'zhuang'shi'yan'gong 及控制装置安装试验工
'ji'liang'gong'cheng'ji'shu'ren'yuan 计量工程技术人员
'ji'liang'ren'yuan 计量人员
'ji'shi'yi'qi'yi'biao'zhuang'pei'gong 计时仪器仪表装配工
'ji'shu'bian'ji 技术编辑
'ji'suan'ji'cao'zuo'yuan 计算机操作员
'ji'suan'ji'jian'yan'gong 计算机检验工
'ji'suan'ji'ruan'jian'ji'shu'ren'yuan 计算机软件技术人员
'ji'suan'ji'wang'luo'ji'shu'ren'yuan 计算机网络技术人员
'ji'suan'ji'xi'tong'fen'xi'ji'shu'ren'yuan 计算机系统分析技术人员
'ji'suan'ji'ying'jian'ji'shu'ren'yuan 计算机硬件技术人员
'ji'xie'chan'pin'jian'yan'gong 机械产品检验工
'ji'xie'mu'gong 机械木工
'ji'xie'she'bei'an'zhuang'gong 机械设备安装工
'ji'xie'she'ji'gong'cheng'ji'shu'ren'yuan 机械设计工程技术人员
'ji'xie'zhi'zao'gong'cheng'ji'shu'ren'yuan 机械制造工程技术人员
'ji'xiu'gong 机绣工
'ji'xiu'qian'gong 机修钳工
'ji'yin'gong'cheng'chan'pin'gong 基因工程产品工
'ji'you'ye'wu'yuan 集邮业务员
'ji'zai'dao'dan'jian'yan'gong 机载导弹检验工
'ji'zai'dao'dan'li'xing'shi'yan'gong 机载导弹例行试验工
'ji'zai'dao'dan'zhuang'pei'gong 机载导弹装配工
'ji'zhen'hu'shi 急诊护士
'ji'zhen'ke'yi'shi 急诊科医师
'ji'zhi'di'tan'zhi'zuo'gong 机制地毯制作工
'jia'ban'bu'ji'shu'ren'yuan 甲板部技术人员
'jia'chu'fan'zhi'gong 家畜繁殖工
'jia'chu'si'yang'gong 家畜饲养工
'jia'gong'zhong'xin'cao'zuo'gong 加工中心操作工
'jia'qi'hun'ning'tu'zhi'pin'gong 加气混凝土制品工
'jia'qin'fan'zhi'gong 家禽繁殖工
'jia'qin'si'yang'gong 家禽饲养工
'jia'shan'gong 假山工
'jia'shi'ruan'ma'gong 加湿软麻工
'jia'ting'fu'wu'yuan 家庭服务员
'jia'yong'dian'qi'chan'pin'wei'xiu'gong 家用电器产品维修工
'jia'yong'dian'zi'chan'pin'wei'xiu'gong 家用电子产品维修工
'jia'zhi'zhi'zuo'zhuang'pei'gong 假肢制作装配工
'jia'zi'gong 架子工
'jian'bing'yao'gong 简并摇工
'jian'cha'guan 检察官
'jian'dan'ti'li'lao'dong'ren'yuan 简单体力劳动人员
'jian'ding'gu'jia'shi 鉴定估价师
'jian'ji'shi 剪辑师
'jian'ma'sheng'chan'gong 剑麻生产工
'jian'qie'gong 剪切工
'jian'shen'qi'cai'zhi'zuo'gong 健身器材制作工
'jian'xing'xu'dian'chi'zhi'zao'gong 碱性蓄电池制造工
'jian'yan'gong 检验工
'jian'zhu'she'ji'gong'cheng'ji'shu'ren'yuan 建筑设计工程技术人员
'jian'zhu'wu'jin'zhi'pin'zhi'zuo'gong 建筑五金制品制作工
'jiang'sha'gong 浆纱工
'jiang'yan'cai'zhi'zuo'gong 酱腌菜制作工
'jiang'you'jiang'lei'zhi'zuo'gong 酱油酱类制作工
'jiao'dui'yuan 校对员
'jiao'he'ban'gong 胶合板工
'jiao'hua'gong'cheng'ji'shu'ren'yuan 焦化工程技术人员
'jiao'lian'yuan 教练员
'jiao'lu'ji'che'si'ji 焦炉机车司机
'jiao'lu'tiao'wen'gong 焦炉调温工
'jiao'xing'qi'zhi'zuo'zhuang'pei'gong 矫形器制作装配工
'jiao'yu'ke'xue'yan'jiu'ren'yuan 教育科学研究人员
'jiao'zhi'fu'zhuang'shang'jiao'gong 胶制服装上胶工
'jie'cha'jian'zhi'zao'gong 接插件制造工
'jie'jing'gong 结晶工
'jie'mu'zhu'chi'ren 节目主持人
'jin'gang'shi'zhi'pin'gong 金刚石制品工
'jin'rong'shou'ya'yuan 金融守押员
'jin'shu'bai'jian'gong 金属摆件工
'jin'shu'cai'liao'gong'cheng'ji'shu'ren'yuan 金属材料工程技术人员
'jin'shu'cai're'chu'li'gong 金属材热处理工
'jin'shu'cai'si'la'ba'gong 金属材丝拉拔工
'jin'shu'cai'tu'ceng'gong 金属材涂层工
'jin'shu'ji'ya'gong 金属挤压工
'jin'shu're'chu'li'gong 金属热处理工
'jin'shu'zha'zhi'gong 金属轧制工
'jing'bian'gong 经编工
'jing'dian'fu'yin'ji'xiao'hao'cai'zhi'zao'gong 静电复印机消耗材制造工
'jing'ji'ji'hua'ren'yuan 经济计划人员
'jing'ji'lin'he'lin'te'chan'pin'jia'gong'gong'cheng'ji'shu'ren'yuan 经济林和林特产品加工工程技术人员
'jing'ji'xue'yan'jiu'ren'yuan 经济学研究人员
'jing'jia'an'zhuang'gong 井架安装工
'jing'kuang'yan'cai'lu'gong 井矿盐采卤工
'jing'kuang'yan'lu'shui'jing'hua'gong 井矿盐卤水净化工
'jing'mi'yi'qi'yi'biao'xiu'li'gong 精密仪器仪表修理工
'jing'shen'ke'yi'shi 精神科医师
'jing'suan'shi 精算师
'jing'tai'lan'zhi'zuo'gong 景泰蓝制作工
'jing'tong'dong'jie'gong 井筒冻结工
'jing'xi'mu'gong 精细木工
'jing'xia'cai'kuang'gong 井下采矿工
'jing'xia'zuo'ye'gong 井下作业工
'jing'zheng'gong 精整工
'jing'zhi'yan'gong 精制盐工
'jiu'jing'zhi'zao'gong 酒精制造工
'jiu'yuan'ji'xie'cao'zuo'yuan 救援机械操作员
'ju'ben'yi'xi'sheng'chan'gong 聚苯乙烯生产工
'ju'bing'xi'sheng'chan'gong 聚丙烯生产工
'ju'chuang'gong 锯床工
'ju'ding'er'xi'sheng'chan'gong 聚丁二烯生产工
'ju'lv'yi'xi'sheng'chan'gong 聚氯乙烯生产工
'ju'yi'xi'sheng'chan'gong 聚乙烯生产工
'ju'zhuang'gong 剧装工
'ju'zuo'jia 剧作家
'juan'fang'jing'lian'gong 绢纺精炼工
'juan'yan'juan'jie'gong 卷烟卷接工
'jue'yuan'chu'li'jin'zi'gong 绝缘处理浸渍工
'jue'yuan'zhi'pin'jian'zhuang'pei'gong 绝缘制品件装配工
'jun'lei'yuan'yi'gong 菌类园艺工
'jun'ren 军人
'kai'qing'mian'gong 开清棉工
'kang'fu'ke'yi'shi 康复科医师
'kang'le'fu'wu'yuan 康乐服务员
'kao'bei'jian'pian'yuan 拷贝检片员
'kao'bei'zi'mu'yuan 拷贝字幕员
'kao'gu'fa'jue'gong 考古发掘工
'kao'gu'gong'zuo'zhe 考古工作者
'kao'jiao'sheng'chan'gong 栲胶生产工
'ke'fang'fu'wu'yuan 客房服务员
'ke'luo'ban'yin'zhi'gong 珂罗版印制工
'ke'yan'dan'wei'fu'ze'ren 科研单位负责人
'ke'zhi'yin'zhang'gong 刻制印章工
'keng'tan'gong 坑探工
'kong'ban'yin'shua'gong 孔版印刷工
'kong'ban'zhi'ban'gong 孔版制版工
'kong'jian'huan'jing'mo'ni'guang'xue'zhuang'ce'gong 空间环境模拟光学装测工
'kong'jian'huan'jing'mo'ni'wen'du'shi'yan'gong 空间环境模拟温度试验工
'kong'jian'huan'jing'mo'ni'zhen'kong'shi'yan'gong 空间环境模拟真空试验工
'kong'tiao'ji'zhuang'pei'gong 空调机装配工
'kou'qiang'ke'yi'shi 口腔科医师
'ku'lu'zong'he'li'yong'gong 苦卤综合利用工
'kuai'ji'ren'yuan 会计人员
'kuang'jing'ji'che'yun'shu'gong 矿井机车运输工
'kuang'jing'kai'jue'gong 矿井开掘工
'kuang'jing'tong'feng'gong 矿井通风工
'kuang'shan'an'quan'jian'ce'gong 矿山安全监测工
'kuang'shan'jian'cha'yan'shou'gong 矿山检查验收工
'kuang'shan'jiu'hu'gong 矿山救护工
'kuang'shan'ti'sheng'ji'cao'zuo'gong 矿山提升机操作工
'kuang'wu'kai'cai'fu'zhu'gong 矿物开采辅助工
'la'chuang'gong 拉床工
'la'ji'qing'yun'gong 垃圾清运工
'lei'da'tiao'shi'gong 雷达调试工
'lei'da'xi'tong'gong'cheng'ji'shu'ren'yuan 雷达系统工程技术人员
'lei'da'zhuang'pei'gong 雷达装配工
'lei'guan'zhi'zao'gong 雷管制造工
'leng'cang'gong 冷藏工
'leng'dong'ti'xiao'gong 冷冻提硝工
'leng'shi'pin'zhi'zuo'gong 冷食品制作工
'leng'zuo'ban'jin'gong 冷作钣金工
'li'huo'yuan 理货员
'li'shi'xue'yan'jiu'ren'yuan 历史学研究人员
'li'xue'yi'qi'yi'biao'zhuang'pei'gong 力学仪器仪表装配工
'li'ye'lian'gong 锂冶炼工
'lian'gang'jiao'zhu'gong 炼钢浇铸工
'lian'gang'yuan'liao'gong 炼钢原料工
'lian'gang'zhun'bei'gong 炼钢准备工
'lian'he'shou'ge'ji'jia'shi'yuan 联合收割机驾驶员
'liang'you'guan'li'yuan 粮油管理员
'lie'che'yun'zhuan'cheng'wu'yuan 列车运转乘务员
'lie'che'zhou'wen'jian'ce'yuan 列车轴温检测员
'lin'chuang'jian'yan'ji'shi 临床检验技师
'lin'mu'zhong'miao'gong 林木种苗工
'lin'suan'sheng'chan'gong 磷酸生产工
'lin'ye'sheng'tai'huan'jing'gong'cheng'ji'shu'ren'yuan 林业生态环境工程技术人员
'liu'suan'an'sheng'chan'gong 硫酸铵生产工
'liu'suan'sheng'chan'gong 硫酸生产工
'liu'xing'bing'xue'yi'shi 流行病学医师
'lu'tian'cai'kuang'wa'jue'ji'si'ji 露天采矿挖掘机司机
'lu'yin'shi 录音师
'lun'ji'bu'ji'shu'ren'yuan 轮机部技术人员
'luo'si'wen'ji'xing'gong 螺丝纹挤形工
'lv'bang'gong 滤棒工
'lv'dian'fu'wu'yuan 旅店服务员
'lv'dian'jie'gong 铝电解工
'lv'ding'xiang'jiao'sheng'chan'gong 氯丁橡胶生产工
'lv'du'cai'liao'zhi'zao'gong 滤毒材料制造工
'lv'hua'jia'sheng'chan'gong 氯化钾生产工
'lv'ke'lie'che'cheng'wu'yuan 旅客列车乘务员
'lv'shi 律师
'lv'zhi'pin'zhi'zuo'gong 铝制品制作工
'ma'zui'ji'shi 麻醉技师
'ma'zui'ke'yi'shi 麻醉科医师
'mang'wen'yin'zhi'gong 盲文印制工
'mao'bi'zhi'zuo'gong 毛笔制作工
'mao'pi'jia'gong'gong 毛皮加工工
'mei'fa'shi 美发师
'mei'gong'shi 美工师
'mei'rong'shi 美容师
'mei'shu'bian'ji 美术编辑
'mei'ye'lian'gong 镁冶炼工
'mei'zhi'ji'zhi'zao'gong 酶制剂制造工
'mei'zhi'qi'gong 煤制气工
'men'zhen'hu'shi 门诊护士
'mi'feng'si'yang'gong 蜜蜂饲养工
'mi'mian'zhu'shi'zhi'zuo'gong 米面主食制作工
'mi'shu 秘书
'mian'hua'jia'gong'gong 棉花加工工
'mie'huo'yuan 灭火员
'min'jian'gong'yi'pin'zhi'zuo'gong 民间工艺品制作工
'min'yong'hang'kong'qi'wei'hu'ren'yuan 民用航空器维护人员
'min'yong'hang'kong'qi'xiu'li'ren'yuan 民用航空器修理人员
'min'yong'hang'kong'wei'xiu'yu'shi'hang'zhuan'ye'ji'shu'ren'yuan 民用航空维修与适航专业技术人员
'min'zhu'dang'pai'fu'ze'ren 民主党派负责人
'min'zu'yi'shi 民族医师
'min'zu'yue'qi'yan'zou'yuan 民族乐器演奏员
'mo'gong 磨工
'mo'ju'zhi'zao'gong 磨具制造工
'mo'kuang'gong 磨矿工
'mo'liao'zhi'zao'gong 磨料制造工
'mo'pian'gong 磨片工
'mo'shui'zhi'zao'gong 墨水制造工
'mo'tuo'che'zhuang'pei'gong 摩托车装配工
'mo'zhi'zhi'zao'gong 墨汁制造工
'mo'zhi'zuo'gong 墨制作工
'mu'cai'cai'fa'gong 木材采伐工
'mu'cai'gan'zao'gong 木材干燥工
'mu'cai'ji'jia'ju'jian'yan'gong 木材及家具检验工
'mu'cai'shui'jie'gong 木材水解工
'mu'cai'shui'yun'gong 木材水运工
'mu'cao'gong 牧草工
'mu'di'guan'li'yuan 墓地管理员
'mu'ke'shui'yin'yin'zhi'gong 木刻水印印制工
'mu'ou'xi'yan'yuan 木偶戏演员
'nai'huo'cai'liao 耐火材料
'nai'huo'cai'liao'gong'cheng'ji'shu'ren'yuan 耐火材料工程技术人员
'nai'huo'xian'wei'zhi'pin'gong 耐火纤维制品工
'nai'huo'yuan'liao'jia'gong'gong 耐火原料加工工
'nai'huo'zhi'pin'jin'you'gong 耐火制品浸油工
'nei'ke'yi'shi 内科医师
'nei'ran'ji'zhuang'pei'gong 内燃机装配工
'nian'xian'gong 捻线工
'niao'su'sheng'chan'gong 尿素生产工
'ning'meng'suan'zhi'zao'gong 柠檬酸制造工
'niu'yang'tu'zai'jia'gong'gong 牛羊屠宰加工工
'nong'cun'jie'neng'yuan 农村节能员
'nong'qing'ce'bao'yuan 农情测报员
'nong'yao'sheng'wu'ce'shi'shi'yan'gong 农药生物测试试验工
'nong'ye'ke'xue'yan'jiu'ren'yuan 农业科学研究人员
'nong'ye'shi'yan'gong 农业实验工
'nong'yi'gong 农艺工
'nong'yong'tai'yang'neng'she'shi'gong 农用太阳能设施工
'nong'yong'yun'shu'che'jia'shi'yuan 农用运输车驾驶员
'nong'zuo'wu'zhi'bao'gong 农作物植保工
'pai'mai'shi 拍卖师
'pao'dan'zhuang'pei'gong 炮弹装配工
'pao'mo'guang'gong 抛磨光工
'pen'jing'gong 盆景工
'peng'zhang'yan'si'gong 膨胀烟丝工
'pi'bu'jian'cha'chu'li'gong 坯布检查处理工
'pi'fu'ke'yi'shi 皮肤科医师
'pi'ge'jia'gong'gong 皮革加工工
'pi'jiu'hua'sheng'chan'gong 啤酒花生产工
'pi'jiu'niang'zao'gong 啤酒酿造工
'pi'yan'yu'bao'guan'gong 劈岩与保管工
'pi'ying'xi'mu'ou'xi'zuo'jia 皮影戏木偶戏作家
'pi'ying'xi'yan'yuan 皮影戏演员
'pian'ji'zhi'zao'gong 片基制造工
'ping'ban'yin'shua'gong 平版印刷工
'ping'ban'zhi'ban'gong 平版制版工
'ping'lu'lian'gang'gong 平炉炼钢工
'ping'tai'shui'shou 平台水手
'pu'tong'gong'ye'gong'cheng'ji'shu'ren'yuan 普通工业工程技术人员
'qi'bao'yao'zhi'zao'gong 起爆药制造工
'qi'che'huo'yun'zhan'wu'yuan 汽车货运站务员
'qi'che'jia'shi'yuan 汽车驾驶员
'qi'che'ke'yun'fu'wu'yuan 汽车客运服务员
'qi'che'xiu'li'gong 汽车修理工
'qi'che'yun'shu'diao'du'yuan 汽车运输调度员
'qi'che'yun'yong'gong'cheng'ji'shu'ren'yuan 汽车运用工程技术人员
'qi'hou'jian'ce'yu'ce'ren'yuan 气候监测预测人员
'qi'lun'ji'ben'ti'she'bei'jian'xiu'gong 汽轮机本体设备检修工
'qi'lun'ji'fu'shu'she'bei'jian'xiu'gong 汽轮机附属设备检修工
'qi'lun'ji'she'bei'an'zhuang'gong 汽轮机设备安装工
'qi'lun'ji'yun'xing'zhi'ban'yuan 汽轮机运行值班员
'qi'lun'ji'zhuang'pei'gong 汽轮机装配工
'qi'qi'xiang'qian'gong 漆器镶嵌工
'qi'qi'zhi'tai'gong 漆器制胎工
'qi'ta 其他
'qi'ta'an'quan'bao'wei'he'xiao'fang'ren'yuan 其他安全保卫和消防人员
'qi'ta'ba'chang'shi'yan'ren'yuan 其他靶场试验人员
'qi'ta'ban'dao'ti'cai'liao'zhi'bei'ren'yuan 其他半导体材料制备人员
'qi'ta'ban'gong'she'bei'wei'xiu'ren'yuan 其他办公设备维修人员
'qi'ta'ban'shi'ren'yuan'he'you'guan'ren'yuan 其他办事人员和有关人员
'qi'ta'bao'guan'ren'yuan 其他保管人员
'qi'ta'bao'xian'ye'wu'ren'yuan 其他保险业务人员
'qi'ta'bian'dao'he'yin'yue'zhi'hui'ren'yuan 其他编导和音乐指挥人员
'qi'ta'bian'ji 其他编辑
'qi'ta'bin'zang'fu'wu'ren'yuan 其他殡葬服务人员
'qi'ta'bing'qi'gong'cheng'ji'shu'ren'yuan 其他兵器工程技术人员
'qi'ta'bo'li'rong'zhi'ren'yuan 其他玻璃熔制人员
'qi'ta'bo'li'xian'wei'ji'zhi'pin'sheng'chan'ren'yuan 其他玻璃纤维及制品生产人员
'qi'ta'bo'yin'yuan'ji'jie'mu'zhu'chi'ren 其他播音员及节目主持人
'qi'ta'cai'gou'ren'yuan 其他采购人员
'qi'ta'cai'jian'feng'ren'ren'yuan 其他裁剪缝纫人员
'qi'ta'can'ting'fu'wu'ren'yuan 其他餐厅服务人员
'qi'ta'can'yin'fu'wu'ren'yuan 其他餐饮服务人员
'qi'ta'cang'chu'ren'yuan 其他仓储人员
'qi'ta'cao'ye'sheng'chan'ren'yuan 其他草业生产人员
'qi'ta'ce'hui'gong'cheng'ji'shu'ren'yuan 其他测绘工程技术人员
'qi'ta'ce'hui'ren'yuan 其他测绘人员
'qi'ta'chou'sha'ci'xiu'gong'yi'pin'zhi'zuo'ren'yuan 其他抽纱刺绣工艺品制作人员
'qi'ta'chu'yun'ren'yuan 其他储运人员
'qi'ta'chuan'bo'zhi'hui'he'yin'hang'ren'yuan 其他船舶指挥和引航人员
'qi'ta'chuan'bo'zhi'zao'ren'yuan 其他船舶制造人员
'qi'ta'da'tian'zuo'wu'sheng'chan'ren'yuan 其他大田作物生产人员
'qi'ta'dan'zhi'zao'ren'yuan 其他弹制造人员
'qi'ta'dao'dan'wei'xing'zhuang'pei'ce'shi'ren'yuan 其他导弹卫星装配测试人员
'qi'ta'di'tan'zhi'zuo'ren'yuan 其他地毯制作人员
'qi'ta'di'zhi'kan'cha'ren'yuan 其他地质勘查人员
'qi'ta'dian'chi'zhi'zao'ren'yuan 其他电池制造人员
'qi'ta'dian'li'gong'cheng'ji'shu'ren'yuan 其他电力工程技术人员
'qi'ta'dian'li'she'bei'an'zhuang'ren'yuan 其他电力设备安装人员
'qi'ta'dian'li'she'bei'jian'xiu'ren'yuan 其他电力设备检修人员
'qi'ta'dian'qi'gong'cheng'ji'shu'ren'yuan 其他电气工程技术人员
'qi'ta'dian'qi'yuan'jian'ji'she'bei'zhuang'pei'ren'yuan 其他电气元件及设备装配人员
'qi'ta'dian'xin'tong'xin'chuan'shu'ye'wu'ren'yuan 其他电信通信传输业务人员
'qi'ta'dian'xin'ye'wu'ren'yuan 其他电信业务人员
'qi'ta'dian'ying'dian'shi'zhi'zuo'ji'wu'tai'zhuan'ye'ren'yuan 其他电影电视制作及舞台专业人员
'qi'ta'dian'ying'fang'ying'ren'yuan 其他电影放映人员
'qi'ta'dian'zi'chan'pin'wei'xiu'ren'yuan 其他电子产品维修人员
'qi'ta'dian'zi'gong'cheng'ji'shu'ren'yuan 其他电子工程技术人员
'qi'ta'dian'zi'qi'jian'zhi'zao'ren'yuan 其他电子器件制造人员
'qi'ta'dian'zi'she'bei'zhuang'pei'tiao'shi'ren'yuan 其他电子设备装配调试人员
'qi'ta'dian'zi'yuan'jian'zhi'zao'ren'yuan 其他电子元件制造人员
'qi'ta'dian'zi'zhuan'yong'she'bei'zhuang'pei'tiao'shi'ren'yuan 其他电子专用设备装配调试人员
'qi'ta'diao'ke'gong'yi'pin'zhi'zuo'ren'yuan 其他雕刻工艺品制作人员
'qi'ta'dong'li'she'bei'zhuang'pei'ren'yuan 其他动力设备装配人员
'qi'ta'dong'wu'yi'bing'fang'zhi'ren'yuan 其他动物疫病防治人员
'qi'ta'fa'dian'yun'xing'zhi'ban'ren'yuan 其他发电运行值班人员
'qi'ta'fa'lv'zhuan'ye'ren'yuan 其他法律专业人员
'qi'ta'fan'dian'fu'wu'ren'yuan 其他饭店服务人员
'qi'ta'fang'hua'qi'cai'zhi'zao'ren'yuan 其他防化器材制造人员
'qi'ta'fang'sha'ren'yuan 其他纺纱人员
'qi'ta'fang'zhi'gong'cheng'ji'shu'ren'yuan 其他纺织工程技术人员
'qi'ta'fei'ji'he'chuan'bo'ji'shu'ren'yuan 其他飞机和船舶技术人员
'qi'ta'fei'jin'shu'kuang'ji'qi'zhi'pin'sheng'chan'jia'gong'ren'yuan 其他非金属矿及其制品生产加工人员
'qi'ta'fei'jiu'wu'zi'hui'shou'li'yong'ren'yuan 其他废旧物资回收利用人员
'qi'ta'fei'wu'chu'li'ren'yuan 其他废物处理人员
'qi'ta'fei'xing'ren'yuan'he'ling'hang'ren'yuan 其他飞行人员和领航人员
'qi'ta'feng'ren'zhi'pin'zai'jia'gong'ren'yuan 其他缝纫制品再加工人员
'qi'ta'fu'he'cai'liao'jia'gong'ren'yuan 其他复合材料加工人员
'qi'ta'gang'jin'jia'gong'ren'yuan 其他钢筋加工人员
'qi'ta'gong'cheng'fang'shui'ren'yuan 其他工程防水人员
'qi'ta'gong'cheng'ji'shu'ren'yuan 其他工程技术人员
'qi'ta'gong'cheng'she'bei'an'zhuang'ren'yuan 其他工程设备安装人员
'qi'ta'gong'gong'wei'sheng'yi'shi 其他公共卫生医师
'qi'ta'gong'jian'biao'mian'chu'li'jia'gong'ren'yuan 其他工件表面处理加工人员
'qi'ta'gong'lu'dao'lu'yun'shu'fu'wu'ren'yuan 其他公路道路运输服务人员
'qi'ta'gong'yi'mei'shu'zhuan'ye'ren'yuan 其他工艺美术专业人员
'qi'ta'gong'yong'dian'ren'yuan 其他供用电人员
'qi'ta'gu'jian'zhu'xiu'jian'ren'yuan 其他古建筑修建人员
'qi'ta'guang'bo'dian'ying'dian'shi'gong'cheng'ji'shu'ren'yuan 其他广播电影电视工程技术人员
'qi'ta'guang'bo'ying'shi'wu'tai'she'bei'an'zhuang'tiao'shi'ji'yun'xing'cao'zuo'ren'yuan 其他广播影视舞台设备安装调试及运行操作人员
'qi'ta'guo'jia'ji'guan'ji'qi'gong'zuo'ji'gou'fu'ze'ren 其他国家机关及其工作机构负责人
'qi'ta'hai'yang'gong'cheng'ji'shu'ren'yuan 其他海洋工程技术人员
'qi'ta'hai'yang'huan'jing'diao'cha'yu'jian'ce'ren'yuan 其他海洋环境调查与监测人员
'qi'ta'hang'kong'chan'pin'jian'yan'ren'yuan 其他航空产品检验人员
'qi'ta'hang'kong'chan'pin'shi'yan'ren'yuan 其他航空产品试验人员
'qi'ta'hang'kong'chan'pin'zhuang'pei'yu'tiao'shi'ren'yuan 其他航空产品装配与调试人员
'qi'ta'hang'kong'gong'cheng'ji'shu'ren'yuan 其他航空工程技术人员
'qi'ta'hang'kong'yun'shu'fu'wu'ren'yuan 其他航空运输服务人员
'qi'ta'hang'tian'qi'jian'jia'gong'cheng'xing'ren'yuan 其他航天器件加工成型人员
'qi'ta'hang'tian'qi'jian'yan'ce'shi'ren'yuan 其他航天器检验测试人员
'qi'ta'hang'tian'qi'jie'gou'qiang'du'wen'du'shi'du'huan'jing'shi'yan'ren'yuan 其他航天器结构强度温度湿度环境试验人员
'qi'ta'he'cheng'ge'sheng'chan'ren'yuan 其他合成革生产人员
